,C,gr,dE,sig,SaSi,alpha,beta,gamma,NrObs,ObsSig,Obs,AVG LenTraj,STD LenTraj,Rop,AvgRop,AVG Rew,STD Rew,NrX,AllConverged,ds,l,r,STDr,STDl,rl,EquiP,OrderP,rop
10,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[4, 2, 2]","[[0, 1, 2, 3], [4, 5], [6, 7]]",131.04,52.25,1.557,1.587,1.087,0.563,4.0,True,"[0.09999999999999998, 0.1, 1.0908712114635717, 0.1414213562373095, 1.148912529307606, 1.1045361017187263]",0.47457898957498,-0.3018625561978163,0.3615928066795119,0.2095028067361668,-0.0,16,212,0.0
11,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[4, 2, 1, 1]","[[0, 1, 2, 3], [4, 5], [6], [7]]",158.91,31.004,1.557,1.587,1.209,0.491,4.0,True,"[0.09999999999999998, 0.1, 1.0908712114635717, 0.1414213562373095, 1.148912529307606, 1.1045361017187263]",0.3628307939053729,-0.22350674373795754,0.3153500321130379,0.12431435445068163,-0.0,8,832,0.0
12,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[4, 1, 3]","[[0, 1, 2, 3], [4], [5, 6, 7]]",142.5,43.1,1.557,1.587,1.094,0.514,4.0,True,"[0.09999999999999998, 0.1, 1.7349351572897473, 0.1414213562373095, 1.772004514666935, 1.7435595774162693]",0.4286287089013633,-0.29736673089274235,0.3301220295439949,0.17281475541299118,-0.0,12,200,0.0
13,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[4, 1, 2, 1]","[[0, 1, 2, 3], [4], [5, 6], [7]]",149.22,36.658,1.557,1.587,1.118,0.5,3.0,True,"[0.1, 1.7349351572897473, 1.7435595774162693]",0.4016840417000802,-0.28195247270391766,0.32113037893384716,0.14698476343223738,-0.0,8,784,0.0
14,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[4, 1, 1, 2]","[[0, 1, 2, 3], [4], [5], [6, 7]]",218.38,35.695,1.557,1.587,1.248,0.568,4.0,True,"[0.09999999999999998, 0.1, 1.1618950038622253, 0.1414213562373095, 1.216552506059644, 1.174734012447073]",0.12437850842020859,-0.19845857418111745,0.36480411046885036,0.1431234963913392,-0.0,8,772,0.0
15,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[4, 1, 1, 1, 1]","[[0, 1, 2, 3], [4], [5], [6], [7]]",221.92,31.287,1.557,1.587,1.234,0.575,4.0,True,"[0.1, 1.2369316876852983, 1.1618950038622253, 1.2489995996796797, 1.174734012447073, 0.14142135623730948]",0.1101844426623898,-0.20745022479126518,0.3692999357739242,0.12544907778668804,-0.0,4,3072,0.0
16,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,2.0,"[3, 5]","[[0, 1, 2], [3, 4, 5, 6, 7]]",144.39,45.114,1.557,1.587,0.842,0.268,2.0,True,[1.4000000000000001],0.4210505212510025,-0.45921644187540145,0.17212588310854207,0.18089013632718523,-0.0,15,70,0.0
17,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 4, 1]","[[0, 1, 2], [3, 4, 5, 6], [7]]",150.53,37.754,1.557,1.587,1.007,0.0,1.0,True,[],0.3964314354450682,-0.3532434168272319,0.0,0.15137931034482757,-0.0,12,176,0.0
18,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 3, 2]","[[0, 1, 2], [3, 4, 5], [6, 7]]",146.99,37.205,1.557,1.587,1.141,0.0,1.0,True,[],0.4106255012028869,-0.26718047527296074,0.0,0.14917802726543705,-0.0,18,75,0.0
19,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 3, 1, 1]","[[0, 1, 2], [3, 4, 5], [6], [7]]",200.08,40.688,1.557,1.587,1.287,0.0,1.0,True,[],0.19775461106655967,-0.17341040462427748,0.0,0.16314354450681637,-0.0,9,216,0.0
20,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 2, 3]","[[0, 1, 2], [3, 4], [5, 6, 7]]",230.6,50.374,1.557,1.587,1.234,0.002,1.0,True,[],0.07538091419406578,-0.20745022479126518,0.0012845215157353887,0.20198075380914193,-0.0,18,69,0.0
21,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 2, 2, 1]","[[0, 1, 2], [3, 4], [5, 6], [7]]",281.19,47.238,1.557,1.587,1.249,0.002,1.0,True,[],-0.1274659182036888,-0.1978163134232498,0.0012845215157353887,0.1894065757818765,0.0,12,198,0.0
22,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 2, 1, 2]","[[0, 1, 2], [3, 4], [5], [6, 7]]",234.66,23.363,1.557,1.587,1.555,0.0,1.0,True,[],0.05910184442662392,-0.0012845215157354373,0.0,0.09367682437850841,-0.0,12,192,0.0
23,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 2, 1, 1, 1]","[[0, 1, 2], [3, 4], [5], [6], [7]]",237.76,26.798,1.557,1.587,1.554,0.0,2.0,True,[0.1],0.04667201283079392,-0.0019267822736029894,0.0,0.10744987971130712,-0.0,6,567,0.0
24,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 1, 4]","[[0, 1, 2], [3], [4, 5, 6, 7]]",121.97,52.951,1.557,1.587,1.395,0.0,1.0,True,[],0.5109462710505213,-0.10404624277456642,0.0,0.21231355252606254,-0.0,12,140,0.0
25,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 1, 3, 1]","[[0, 1, 2], [3], [4, 5, 6], [7]]",129.97,38.521,1.557,1.587,1.396,0.0,1.0,True,[],0.478869286287089,-0.10340398201669876,0.0,0.15445469125902164,-0.0,9,180,0.0
26,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 1, 2, 2]","[[0, 1, 2], [3], [4, 5], [6, 7]]",166.04,27.312,1.557,1.587,1.43,0.0,1.0,True,[],0.33424218123496396,-0.08156711624919721,0.0,0.10951082598235766,-0.0,12,174,0.0
27,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 2, 1, 1]","[[0, 1, 2], [3], [4, 5], [6], [7]]",169.56,25.59,1.557,1.587,1.429,0.0,1.0,True,[],0.3201283079390538,-0.08220937700706477,0.0,0.10260625501202887,-0.0,6,513,0.0
28,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 1, 1, 3]","[[0, 1, 2], [3], [4], [5, 6, 7]]",159.02,49.148,1.557,1.587,1.472,0.0,1.0,True,[],0.3623897353648756,-0.05459216441875403,0.0,0.19706495589414597,-0.0,9,168,0.0
29,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 1, 2, 1]","[[0, 1, 2], [3], [4], [5, 6], [7]]",149.63,42.095,1.557,1.587,1.472,0.0,1.0,True,[],0.40004009623095427,-0.05459216441875403,0.0,0.168785084202085,-0.0,6,495,0.0
30,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 1, 1, 2]","[[0, 1, 2], [3], [4], [5], [6, 7]]",241.68,40.869,1.557,1.587,1.559,0.0,1.0,True,[],0.03095429029671215,0.0012845215157353262,0.0,0.16386928628708902,3.976145189044399e-05,6,489,0.0
31,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[3, 1, 1, 1, 1, 1]","[[0, 1, 2], [3], [4], [5], [6], [7]]",225.6,35.793,1.557,1.587,1.557,0.0,1.0,True,[],0.09542902967121092,0.0,0.0,0.14351643945469125,0.0,3,1458,0.0
32,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,2.0,"[2, 6]","[[0, 1], [2, 3, 4, 5, 6, 7]]",112.66,13.907,1.557,1.587,0.721,0.0,1.0,True,[],0.5482758620689656,-0.5369299935773924,0.0,0.05576182838813151,-0.0,12,66,0.0
33,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 5, 1]","[[0, 1], [2, 3, 4, 5, 6], [7]]",137.95,12.963,1.557,1.587,1.062,0.0,2.0,True,[0.09999999999999998],0.4468724939855654,-0.31791907514450857,0.0,0.05197674418604651,-0.0,10,225,0.0
34,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 4, 2]","[[0, 1], [2, 3, 4, 5], [6, 7]]",182.24,20.652,1.557,1.587,1.148,0.001,1.0,True,[],0.2692862870890136,-0.262684649967887,0.0006422607578676943,0.08280673616680033,-0.0,16,116,0.0
35,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 4, 1, 1]","[[0, 1], [2, 3, 4, 5], [6], [7]]",263.52,39.385,1.557,1.587,1.38,0.0,1.0,True,[],-0.05661587810745772,-0.11368015414258192,0.0,0.15791900561347233,0.0,8,448,0.0
36,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 3, 3]","[[0, 1], [2, 3, 4], [5, 6, 7]]",210.46,58.256,1.557,1.587,1.385,0.001,2.0,True,[0.1],0.15613472333600642,-0.11046885035324339,0.0006422607578676943,0.23358460304731354,-0.0,18,51,0.0
37,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 3, 2, 1]","[[0, 1], [2, 3, 4], [5, 6], [7]]",206.04,41.752,1.557,1.587,1.394,0.001,2.0,True,[0.09999999999999998],0.17385725741780278,-0.1046885035324342,0.0006422607578676943,0.16740978348035285,-0.0,12,144,0.0
38,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 3, 1, 2]","[[0, 1], [2, 3, 4], [5], [6, 7]]",193.42,20.737,1.557,1.587,1.56,0.0,2.0,True,[0.1],0.22445870088211717,0.0019267822736031004,0.0,0.08314755412991177,0.00043248304601564393,12,138,0.0
39,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 3, 1, 1, 1]","[[0, 1], [2, 3, 4], [5], [6], [7]]",195.94,21.269,1.557,1.587,1.559,0.0,2.0,True,[0.1],0.21435445068163594,0.0012845215157353262,0.0,0.08528067361668003,0.00027534290389418827,6,405,0.0
40,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 2, 4]","[[0, 1], [2, 3], [4, 5, 6, 7]]",141.85,20.809,1.557,1.587,1.377,0.0,1.0,True,[],0.4312349639133922,-0.11560693641618491,0.0,0.08343624699278268,-0.0,16,92,0.0
41,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 2, 3, 1]","[[0, 1], [2, 3], [4, 5, 6], [7]]",147.4,21.03,1.557,1.587,1.378,0.0,1.0,True,[],0.40898155573376105,-0.11496467565831736,0.0,0.0843223736968725,-0.0,12,126,0.0
42,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 2, 2, 2]","[[0, 1], [2, 3], [4, 5], [6, 7]]",147.94,26.122,1.557,1.587,1.42,0.0,1.0,True,[],0.40681635926222937,-0.08798972382787418,0.0,0.10473937449879711,-0.0,16,30,0.0
43,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 2, 2, 1, 1]","[[0, 1], [2, 3], [4, 5], [6], [7]]",160.29,16.343,1.557,1.587,1.419,0.0,1.0,True,[],0.35729751403368093,-0.08863198458574173,0.0,0.06552927024859663,-0.0,8,56,0.0
44,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 2, 1, 3]","[[0, 1], [2, 3], [4], [5, 6, 7]]",166.78,32.173,1.557,1.587,1.463,0.0,1.0,True,[],0.3312750601443465,-0.06037251123956322,0.0,0.12900160384923817,-0.0,12,114,0.0
45,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 2, 1, 2, 1]","[[0, 1], [2, 3], [4], [5, 6], [7]]",166.89,35.958,1.557,1.587,1.464,0.0,1.0,True,[],0.33083400160384935,-0.05973025048169556,0.0,0.14417802726543705,-0.0,8,52,0.0
46,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 2, 1, 1, 2]","[[0, 1], [2, 3], [4], [5], [6, 7]]",235.22,32.629,1.557,1.587,1.558,0.0,1.0,True,[],0.05685645549318363,0.0006422607578677741,0.0,0.1308299919807538,3.651667019472749e-05,8,50,0.0
47,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[2, 2, 1, 1, 1, 1]","[[0, 1], [2, 3], [4], [5], [6], [7]]",237.8,34.565,1.557,1.587,1.556,0.0,1.0,True,[],0.046511627906976716,-0.0006422607578676631,0.0,0.13859262229350439,-0.0,4,96,0.0
48,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 1, 5]","[[0, 1], [2], [3, 4, 5, 6, 7]]",85.51,10.189,1.557,1.587,1.068,0.0,1.0,True,[],0.6571371291098637,-0.3140655105973025,0.0,0.04085404971932638,-0.0,10,145,0.0
49,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 1, 4, 1]","[[0, 1], [2], [3, 4, 5, 6], [7]]",107.0,9.516,1.557,1.587,1.1,0.0,1.0,True,[],0.5709703287890938,-0.29351316634553626,0.0,0.03815557337610265,-0.0,8,304,0.0
50,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 1, 3, 2]","[[0, 1], [2], [3, 4, 5], [6, 7]]",103.78,11.326,1.557,1.587,1.243,0.0,1.0,True,[],0.5838813151563753,-0.20166987797045588,0.0,0.045412991178829194,-0.0,12,102,0.0
51,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 1, 3, 1, 1]","[[0, 1], [2], [3, 4, 5], [6], [7]]",228.55,53.002,1.557,1.587,1.303,0.0,1.0,True,[],0.08360064153969526,-0.16313423249839432,0.0,0.21251804330392943,-0.0,6,297,0.0
52,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 1, 2, 3]","[[0, 1], [2], [3, 4], [5, 6, 7]]",143.0,17.235,1.557,1.587,1.301,0.0,1.0,True,[],0.4266238973536488,-0.16441875401412975,0.0,0.06910585404971932,-0.0,12,96,0.0
53,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 1, 2, 2, 1]","[[0, 1], [2], [3, 4], [5, 6], [7]]",154.83,13.917,1.557,1.587,1.303,0.0,1.0,True,[],0.37919005613472334,-0.16313423249839432,0.0,0.055801924619085806,-0.0,8,44,0.0
54,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 1, 2, 1, 2]","[[0, 1], [2], [3, 4], [5], [6, 7]]",216.96,24.588,1.557,1.587,1.554,0.0,1.0,True,[],0.13007217321571773,-0.0019267822736029894,0.0,0.09858861267040898,-0.0,8,42,0.0
55,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[2, 1, 2, 1, 1, 1]","[[0, 1], [2], [3, 4], [5], [6], [7]]",224.28,21.501,1.557,1.587,1.552,0.0,1.0,True,[],0.10072173215717728,-0.0032113037893384266,0.0,0.08621090617481957,-0.0,4,80,0.0
56,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 1, 1, 4]","[[0, 1], [2], [3], [4, 5, 6, 7]]",131.5,19.054,1.557,1.587,1.399,0.0,1.0,True,[],0.4727345629510826,-0.10147719974309566,0.0,0.07639935846030473,-0.0,8,268,0.0
57,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 1, 1, 3, 1]","[[0, 1], [2], [3], [4, 5, 6], [7]]",137.37,15.72,1.557,1.587,1.399,0.0,1.0,True,[],0.44919807538091416,-0.10147719974309566,0.0,0.06303127506014435,-0.0,6,261,0.0
58,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 1, 1, 2, 2]","[[0, 1], [2], [3], [4, 5], [6, 7]]",163.98,17.947,1.557,1.587,1.431,0.0,1.0,True,[],0.3425020048115478,-0.08092485549132944,0.0,0.07196070569366479,-0.0,8,38,0.0
59,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[2, 1, 1, 2, 1, 1]","[[0, 1], [2], [3], [4, 5], [6], [7]]",167.87,13.944,1.557,1.587,1.43,0.0,1.0,True,[],0.32690457097032877,-0.08156711624919721,0.0,0.055910184442662395,-0.0,4,72,0.0
60,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 1, 1, 1, 3]","[[0, 1], [2], [3], [4], [5, 6, 7]]",166.69,28.399,1.557,1.587,1.472,0.0,1.0,True,[],0.33163592622293503,-0.05459216441875403,0.0,0.11386928628708902,-0.0,6,249,0.0
61,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[2, 1, 1, 1, 2, 1]","[[0, 1], [2], [3], [4], [5, 6], [7]]",171.19,22.396,1.557,1.587,1.472,0.0,1.0,True,[],0.3135926222935045,-0.05459216441875403,0.0,0.08979951884522855,-0.0,4,68,0.0
62,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[2, 1, 1, 1, 1, 2]","[[0, 1], [2], [3], [4], [5], [6, 7]]",231.85,36.368,1.557,1.587,1.558,0.0,1.0,True,[],0.07036888532477947,0.0006422607578677741,0.0,0.14582197273456296,4.519517361900335e-05,4,66,0.0
63,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,7.0,"[2, 1, 1, 1, 1, 1, 1]","[[0, 1], [2], [3], [4], [5], [6], [7]]",230.22,33.683,1.557,1.587,1.557,0.0,1.0,True,[],0.07690457097032877,0.0,0.0,0.135056134723336,0.0,2,128,0.0
64,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,2.0,"[1, 7]","[[0], [1, 2, 3, 4, 5, 6, 7]]",229.42,18.423,1.557,1.587,0.224,0.0,1.0,True,[],0.08011226944667205,-0.8561335902376365,0.0,0.07386928628708901,-0.0,7,42,0.0
65,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[1, 6, 1]","[[0], [1, 2, 3, 4, 5, 6], [7]]",231.04,24.915,1.557,1.587,0.591,0.195,3.0,True,"[1.4000000000000001, 1.2884098726725126, 0.14142135623730953]",0.073616680032077,-0.6204238921001927,0.1252408477842004,0.09989975942261427,-0.0,6,180,0.0
66,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[1, 5, 2]","[[0], [1, 2, 3, 4, 5], [6, 7]]",222.89,26.622,1.557,1.587,1.117,0.404,2.0,True,[1.8275666882497066],0.10629510825982369,-0.28259473346178543,0.2594733461785485,0.10674418604651162,-0.0,10,105,0.0
67,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 5, 1, 1]","[[0], [1, 2, 3, 4, 5], [6], [7]]",242.32,25.523,1.557,1.587,1.269,0.367,2.0,True,[1.2649110640673518],0.02838813151563757,-0.18497109826589597,0.2357096981374438,0.10233761026463511,-0.0,5,500,0.0
68,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[1, 4, 3]","[[0], [1, 2, 3, 4], [5, 6, 7]]",221.78,26.938,1.557,1.587,1.34,0.282,2.0,True,[1.630950643030009],0.11074578989574979,-0.13937058445728956,0.18111753371868977,0.1080112269446672,-0.0,12,56,0.0
69,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 4, 2, 1]","[[0], [1, 2, 3, 4], [5, 6], [7]]",218.42,28.554,1.557,1.587,1.284,0.373,2.0,True,[1.9519221295943134],0.12421812349639139,-0.17533718689788047,0.23956326268464997,0.1144907778668805,-0.0,8,208,0.0
70,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 4, 1, 2]","[[0], [1, 2, 3, 4], [5], [6, 7]]",227.92,26.737,1.557,1.587,1.428,0.401,3.0,True,"[1.8601075237738276, 1.8193405398660252, 0.1]",0.0861267040898156,-0.08285163776493254,0.25754656390494546,0.10720529270248595,-0.0,8,196,0.0
71,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[1, 4, 1, 1, 1]","[[0], [1, 2, 3, 4], [5], [6], [7]]",226.7,25.266,1.557,1.587,1.413,0.418,4.0,True,"[1.9595917942265424, 2.004993765576342, 1.9672315572906003, 0.1414213562373095, 0.17320508075688773, 0.1]",0.09101844426623906,-0.09248554913294793,0.26846499678869623,0.10130713712910985,-0.0,4,768,0.0
72,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[1, 3, 4]","[[0], [1, 2, 3], [4, 5, 6, 7]]",222.55,31.307,1.557,1.587,1.27,0.264,3.0,True,"[1.7916472867168918, 1.8384776310850235, 0.09999999999999998]",0.10765838011226947,-0.1843288375080282,0.1695568400770713,0.1255292702485966,-0.0,12,44,0.0
73,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 3, 3, 1]","[[0], [1, 2, 3], [4, 5, 6], [7]]",222.56,25.134,1.557,1.587,1.282,0.243,2.0,True,[2.004993765576342],0.10761828388131511,-0.1766217084136159,0.15606936416184972,0.10077786688051323,-0.0,9,72,0.0
74,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 3, 2, 2]","[[0], [1, 2, 3], [4, 5], [6, 7]]",224.71,28.921,1.557,1.587,1.374,0.202,3.0,True,"[1.8384776310850235, 1.7916472867168918, 0.1]",0.09899759422614274,-0.1175337186897879,0.12973667308927425,0.11596230954290296,-0.0,12,66,0.0
75,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[1, 3, 2, 1, 1]","[[0], [1, 2, 3], [4, 5], [6], [7]]",223.98,27.859,1.557,1.587,1.396,0.118,2.0,True,[1.7916472867168918],0.10192461908580597,-0.10340398201669876,0.07578676942838793,0.11170408981555734,-0.0,6,189,0.0
76,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 3, 1, 3]","[[0], [1, 2, 3], [4], [5, 6, 7]]",219.9,32.085,1.557,1.587,1.407,0.241,2.0,True,[2.071231517720798],0.11828388131515633,-0.09633911368015413,0.15478484264611433,0.12864875701684042,-0.0,9,60,0.0
77,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[1, 3, 1, 2, 1]","[[0], [1, 2, 3], [4], [5, 6], [7]]",220.71,30.449,1.557,1.587,1.42,0.21,2.0,True,[2.071231517720798],0.1150360866078588,-0.08798972382787418,0.1348747591522158,0.12208901363271853,-0.0,6,171,0.0
78,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[1, 3, 1, 1, 2]","[[0], [1, 2, 3], [4], [5], [6, 7]]",257.83,33.585,1.557,1.587,1.548,0.132,2.0,True,[1.76351920885484],-0.03380112269446656,-0.00578034682080919,0.08477842003853565,0.13466319165998397,0.0,6,165,0.0
79,8.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[1, 3, 1, 1, 1, 1]","[[0], [1, 2, 3], [4], [5], [6], [7]]",255.83,31.874,1.557,1.587,1.546,0.131,2.0,True,[1.76351920885484],-0.025781876503608636,-0.007064868336544627,0.08413615928066796,0.1278027265437049,0.0,3,486,0.0
