gam,bet,rmean,rstd,lmean,lstd
0.01,1,-0.011064134002795132,4.164459201035716e-06,811.2,9.195651146058118
0.01,5,-0.010457047539231348,4.135099049805625e-06,806.0,7.685484153042453
0.01,10,-0.009695708023935263,3.5054596491298893e-06,808.3333333333334,9.206278051175488
0.01,15,-0.008930340182909292,3.5942371360491083e-06,810.2,6.574698979167538
0.01,20,-0.008164111665402709,3.43397702576551e-06,806.4666666666667,9.485895963071819
0.01,25,-0.007398047684444394,2.6267942340768094e-06,806.3333333333334,8.411632157646668
0.01,50,-0.003564617882841413,3.551191473103384e-06,809.0,8.679477710861024
0.01,100,0.0038277302441220686,4.384278277993913e-06,812.1333333333333,8.301539348551902
0.1,1,-0.00964303605584504,3.6979711668152034e-06,807.5333333333333,10.499947089813782
0.1,5,-0.0032166818580274415,3.1489234461154186e-06,807.2,11.184513102202228
0.1,10,0.0046864921448685785,3.358724660636577e-06,808.4666666666667,9.185979655008074
0.1,15,0.011839787892103961,6.12364343867131e-06,810.9333333333333,7.352701695446527
0.1,20,0.0178276304380546,4.967041355986801e-06,815.0,10.770329614269007
0.1,25,0.022554956303912146,6.627127945252507e-06,810.4666666666667,10.676245698850428
0.1,50,0.034101896997948924,7.180267418313353e-06,822.8666666666667,14.319528235556117
0.1,100,0.04212305149871472,4.197834290488803e-06,837.0666666666667,19.209257027682135
0.2,1,-0.007924387143472128,4.439744667351238e-06,807.2666666666667,10.698701894259052
0.2,5,0.0056881657366912855,3.090769849646912e-06,812.5333333333333,11.044556225680697
0.2,10,0.020455308779229867,4.880777359860337e-06,813.3333333333334,10.568296404288104
0.2,15,0.030602725448034683,7.2301713241711155e-06,818.5333333333333,11.752257466357499
0.2,20,0.03723786409698879,4.603636205243591e-06,823.7333333333333,14.608064743680304
0.2,25,0.04196370143727377,7.216874966900242e-06,825.8666666666667,15.357372460446769
0.2,50,0.057008259227177144,3.5274947753056534e-06,833.7333333333333,24.672431758723924
0.2,100,0.07803548661509203,6.18052220930582e-06,825.7333333333333,12.855435512740213
0.3,1,-0.006028892111548153,3.6708249127450695e-06,809.3333333333334,9.498537899183336
0.3,5,0.015529863960177486,5.453796838834671e-06,814.4,11.188088904425696
0.3,10,0.035799718362267016,7.198043629723624e-06,819.0,12.489995996796797
0.3,15,0.04839001756250975,9.704586946719705e-06,828.4,14.741325132655703
0.3,20,0.05752708020111256,5.573049636779646e-06,829.5333333333333,16.313048628492332
0.3,25,0.06511188576316253,5.210129100828375e-06,838.6,14.889817549811236
0.3,50,0.09454309030179761,3.5596653410863325e-06,841.9333333333333,22.18548073753543
0.3,100,0.13588720219866454,1.9233140450064513e-06,866.9333333333333,22.365052102679204
0.4,1,-0.0039217062814944,4.561898373073528e-06,807.0,8.390470785361213
0.4,5,0.026634343309577185,6.303846338654813e-06,815.7333333333333,10.311590027192166
0.4,10,0.05344738994979405,9.37317117965196e-06,827.6,14.508847875233467
0.4,15,0.07146844724553962,7.78209908182045e-06,837.4666666666667,20.00288868027705
0.4,20,0.08576475519136656,3.966438396660429e-06,844.7333333333333,20.371439702572705
0.4,25,0.09799646266856583,3.03117336573013e-06,865.9333333333333,32.955458155246795
0.4,50,0.14280179819392783,2.7626722171312966e-06,871.3333333333334,31.33404254516519
0.4,100,0.1780767469745343,2.4651863556672602e-06,869.6,36.975307075578606
0.5,1,-0.001577181269322437,5.305416258615309e-06,810.9333333333333,7.478561953269417
0.5,5,0.039586504963172835,8.702448768166925e-06,821.5333333333333,7.4732114173820126
0.5,10,0.07569772399280318,4.410842354786419e-06,836.1333333333333,13.31598871866282
0.5,15,0.1008556927858977,5.362397596823414e-06,847.0,21.792965225809297
0.5,20,0.12011535750672535,4.120043984109293e-06,872.2666666666667,27.593396955713075
0.5,25,0.13569117211278753,2.8873712715429834e-06,878.0666666666667,18.738433469446928
0.5,50,0.17647264554702302,2.0953436771060765e-06,863.5333333333333,31.438546757479457
0.5,100,0.1926029114594526,2.986914101254303e-06,791.0666666666667,27.41402722857203
0.6,1,0.0010450254785206686,4.065758247982181e-06,808.8666666666667,8.4369557437634
0.6,5,0.0549051201168825,5.060837118966389e-06,834.3333333333334,18.75337006750757
0.6,10,0.10159166565872692,5.891558956687642e-06,847.2,13.79951689975655
0.6,15,0.13115078714690429,2.4784275492259415e-06,867.5333333333333,24.15468668579431
0.6,20,0.15126778422052023,2.8189696503143956e-06,887.6,30.79350580885522
0.6,25,0.16529420793183855,2.012714841735333e-06,877.1333333333333,40.84093806736352
0.6,50,0.19037682709831774,1.8041693857707447e-06,891.0666666666667,68.81517920407451
0.6,100,0.19532925438722096,3.88041326767336e-06,735.4666666666667,25.32157621914999
0.7,1,0.003968598854230508,4.027993561609334e-06,810.9333333333333,11.3517497427587
0.7,5,0.07233672379015507,6.007130095157544e-06,845.8,18.79077787994242
0.7,10,0.1263027034170484,4.372559863342877e-06,883.4,25.237009859859917
0.7,15,0.15486224650385833,1.759712187348727e-06,902.8666666666667,33.260320035875914
0.7,20,0.17174940814932413,1.9444448831650226e-06,899.4666666666667,42.441908010309284
0.7,25,0.18173014645267865,1.6910414918622137e-06,895.4666666666667,57.79603984895697
0.7,50,0.1944900161542056,3.8638212285535183e-07,981.6,111.24016061357217
0.7,100,0.19563146591376315,2.1025628934828435e-06,808.2666666666667,72.22784935343307
0.8,1,0.007202022831731988,5.333279278555475e-06,811.2,11.016351483136328
0.8,5,0.09008631034514224,4.320534725434601e-06,846.8666666666667,21.82007230866927
0.8,10,0.1449209495845487,3.3922168697054374e-06,888.5333333333333,35.90518377925703
0.8,15,0.1696840843773787,1.2777972786258281e-06,951.7333333333333,27.147662064265415
0.8,20,0.1825676700701518,1.5133289373649797e-06,907.2666666666667,37.12046455648001
0.8,25,0.1890954133144262,9.62893866999641e-07,953.1333333333333,49.39752580398694
0.8,50,0.19538763191605574,2.846354292039245e-08,1316.0666666666666,106.98876368832177
0.8,100,0.19565131745210215,8.262077505370837e-10,15001.0,0.0
0.9,1,0.01072765428756577,4.596645400101382e-06,813.0666666666667,8.977502746062267
0.9,5,0.10489131731206053,4.725202117062573e-06,864.4,31.63500171223851
0.9,10,0.15669293529530773,2.258082646946346e-06,922.2666666666667,40.39713961271131
0.9,15,0.1776873038293824,1.050789889833292e-06,962.6,46.704460886158046
0.9,20,0.18743964266432214,1.5182472376208318e-06,913.4,50.61462239313853
0.9,25,0.19185977601121776,1.4123632753546998e-06,908.2,60.781795520259735
0.9,50,0.19554278563555325,3.700932468355555e-08,1476.0,353.2781717947865
0.9,100,0.19565205734781094,2.383696313193137e-07,1013.1333333333333,29.088065517589094
0.99,1,0.014167870436382759,4.192987820233976e-06,826.0666666666667,10.598532393161276
0.99,5,0.11399469853609777,3.5538712022722405e-06,878.2666666666667,32.48890408876374
0.99,10,0.16273058000182666,1.8400792603935827e-06,925.8,49.62284420170479
0.99,15,0.1811288976330565,1.2529850163879396e-06,948.7333333333333,36.61414420078059
0.99,20,0.18910984913583376,1.1804938455008362e-06,872.6,43.911729640268106
0.99,25,0.19262007489997607,1.9027941849013969e-06,802.2,26.840765016419834
0.99,50,0.1955514297703392,7.426174011883033e-08,1105.0,17.40881003017342
0.99,100,0.19565201782667924,2.4540742535424596e-07,982.2666666666667,14.37343228166312
