,C,gr,dE,sig,SaSi,alpha,beta,gamma,NrObs,ObsSig,Obs,AVG LenTraj,STD LenTraj,Rop,AvgRop,AVG Rew,STD Rew,NrX,AllConverged,ds,l,r,STDr,STDl,rl,EquiP,OrderP,rop
27,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[4, 1, 2, 1, 1]","[[0, 1, 2, 3], [4], [5, 6], [7], [8]]",236.31,54.823,1.747,1.783,1.286,0.628,2.0,True,[1.1832159566199234],0.03515433610975005,-0.2613440551407238,0.3607122343480758,0.22384043769394088,-0.0,8,3136,0.003446295232624852
28,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[4, 1, 1, 3]","[[0, 1, 2, 3], [4], [5], [6, 7, 8]]",175.34,36.18,1.747,1.783,1.331,0.66,2.0,True,[1.0677078252031311],0.28409276498448466,-0.23549684089603684,0.3790924755887421,0.1477217050465458,-0.0,12,776,0.003446295232624852
29,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[4, 1, 1, 2, 1]","[[0, 1, 2, 3], [4], [5], [6, 7], [8]]",179.08,38.779,1.747,1.783,1.375,0.637,2.0,True,[1.0677078252031311],0.2688224726441286,-0.21022400919012063,0.3658816771970132,0.15833333333333335,-0.0,8,3088,0.003446295232624852
30,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[4, 1, 1, 1, 2]","[[0, 1, 2, 3], [4], [5], [6], [7, 8]]",215.68,20.033,1.747,1.783,1.42,0.609,2.0,True,[1.077032961426901],0.11938592193369257,-0.1843767949454338,0.3497989661114302,0.08179405520169852,-0.0,8,3076,0.003446295232624852
31,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[4, 1, 1, 1, 1, 1]","[[0, 1, 2, 3], [4], [5], [6], [7], [8]]",214.38,17.881,1.747,1.783,1.391,0.628,2.0,True,[1.077032961426901],0.12469377756001954,-0.20103388856978754,0.3607122343480758,0.07300751265719418,-0.0,4,12288,0.003446295232624852
32,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,2.0,"[3, 6]","[[0, 1, 2], [3, 4, 5, 6, 7, 8]]",155.96,39.904,1.747,1.783,0.728,0.281,2.0,True,[1.392838827718412],0.3632206434754205,-0.5818495117748421,0.1614014933946008,0.1629266699330394,-0.0,18,102,0.003446295232624852
33,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 5, 1]","[[0, 1, 2], [3, 4, 5, 6, 7], [8]]",185.28,60.032,1.747,1.783,0.905,0.13,2.0,True,[1.4035668847618201],0.24350808427241544,-0.48018380241240666,0.07466973004020677,0.2451086068920464,-0.0,15,350,0.003446295232624852
34,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 4, 2]","[[0, 1, 2], [3, 4, 5, 6], [7, 8]]",181.97,31.798,1.747,1.783,1.029,0.0,1.0,True,[],0.2570227012902172,-0.4089603676048249,0.0,0.12983014861995754,-0.0,24,180,0.003446295232624852
35,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 4, 1, 1]","[[0, 1, 2], [3, 4, 5, 6], [7], [8]]",139.09,41.17,1.747,1.783,1.24,0.002,1.0,True,[],0.4321002776416789,-0.2877656519241816,0.0011487650775416428,0.16809570471990856,-0.0,12,704,0.003446295232624852
36,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 3, 3]","[[0, 1, 2], [3, 4, 5], [6, 7, 8]]",178.35,39.557,1.747,1.783,1.134,0.0,1.0,True,[],0.27180303772660463,-0.34865020103388866,0.0,0.16150988077739672,-0.0,27,78,0.003446295232624852
37,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 3, 2, 1]","[[0, 1, 2], [3, 4, 5], [6, 7], [8]]",213.17,44.181,1.747,1.783,1.233,0.001,1.0,True,[],0.1296341662583701,-0.2917863296955773,0.0005743825387708214,0.18038951494365507,-0.0,18,225,0.003446295232624852
38,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 3, 1, 2]","[[0, 1, 2], [3, 4, 5], [6], [7, 8]]",187.96,36.819,1.747,1.783,1.735,0.0,1.0,True,[],0.23256573575044903,-0.003446295232624963,0.0,0.15033072023517885,-0.0,18,219,0.003446295232624852
39,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 3, 1, 1, 1]","[[0, 1, 2], [3, 4, 5], [6], [7], [8]]",199.5,38.003,1.747,1.783,1.735,0.0,1.0,True,[],0.18544830965213122,-0.003446295232624963,0.0,0.1551649518210028,-0.0,9,648,0.003446295232624852
40,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 2, 4]","[[0, 1, 2], [3, 4], [5, 6, 7, 8]]",223.04,67.676,1.747,1.783,1.586,0.0,1.0,True,[],0.08933529315694921,-0.0890292935094773,0.0,0.27631879797484893,-0.0,24,156,0.003446295232624852
41,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 2, 3, 1]","[[0, 1, 2], [3, 4], [5, 6, 7], [8]]",222.14,65.874,1.747,1.783,1.586,0.001,1.0,True,[],0.093009962436714,-0.0890292935094773,0.0005743825387708214,0.2689612934835865,-0.0,18,207,0.003446295232624852
42,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 2, 2, 2]","[[0, 1, 2], [3, 4], [5, 6], [7, 8]]",214.92,46.994,1.747,1.783,1.614,0.0,1.0,True,[],0.12248897599216069,-0.07294658242389429,0.0,0.19187489792585335,-0.0,24,201,0.003446295232624852
43,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 2, 2, 1, 1]","[[0, 1, 2], [3, 4], [5, 6], [7], [8]]",214.27,47.043,1.747,1.783,1.613,0.0,1.0,True,[],0.1251429038053241,-0.07352096496266525,0.0,0.1920749632533072,-0.0,12,594,0.003446295232624852
44,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 2, 1, 3]","[[0, 1, 2], [3, 4], [5], [6, 7, 8]]",190.67,30.75,1.747,1.783,1.733,0.0,1.0,True,[],0.22150089825249064,-0.004595060310166543,0.0,0.12555120039196474,-0.0,18,195,0.003446295232624852
45,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 2, 1, 2, 1]","[[0, 1, 2], [3, 4], [5], [6, 7], [8]]",187.89,24.228,1.747,1.783,1.733,0.0,1.0,True,[],0.23285154336109748,-0.004595060310166543,0.0,0.098922097011269,-0.0,12,576,0.003446295232624852
46,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 2, 1, 1, 2]","[[0, 1, 2], [3, 4], [5], [6], [7, 8]]",230.15,22.77,1.747,1.783,1.736,0.0,1.0,True,[],0.0603054058468071,-0.0028719126938542283,0.0,0.09296913277804998,-0.0,12,570,0.003446295232624852
47,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[3, 2, 1, 1, 1, 1]","[[0, 1, 2], [3, 4], [5], [6], [7], [8]]",224.49,24.242,1.747,1.783,1.736,0.0,1.0,True,[],0.08341499265066132,-0.0028719126938542283,0.0,0.09897925853339867,-0.0,6,1701,0.003446295232624852
48,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[3, 1, 5]","[[0, 1, 2], [3], [4, 5, 6, 7, 8]]",136.3,29.111,1.747,1.783,1.36,0.276,2.0,True,[1.2767145334803707],0.4434917524089498,-0.21883974727168298,0.15852958070074671,0.11885921933692635,-0.0,15,270,0.003446295232624852
49,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 1, 4, 1]","[[0, 1, 2], [3], [4, 5, 6, 7], [8]]",140.58,27.965,1.747,1.783,1.419,0.115,2.0,True,[1.3304134695650072],0.4260166585007349,-0.18495117748420453,0.06605399195864446,0.11418014045402582,-0.0,12,560,0.003446295232624852
50,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 1, 3, 2]","[[0, 1, 2], [3], [4, 5, 6], [7, 8]]",177.09,34.568,1.747,1.783,1.439,0.0,2.0,True,[0.1414213562373095],0.27694757471827536,-0.17346352670878806,0.0,0.14113996406990037,-0.0,18,183,0.003446295232624852
51,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 3, 1, 1]","[[0, 1, 2], [3], [4, 5, 6], [7], [8]]",225.57,40.967,1.747,1.783,1.438,0.0,3.0,True,"[0.1414213562373095, 0.19999999999999998, 0.1414213562373095]",0.07900538951494362,-0.1740379092475589,0.0,0.16726686264902826,-0.0,9,540,0.003446295232624852
52,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 1, 2, 3]","[[0, 1, 2], [3], [4, 5], [6, 7, 8]]",115.31,29.223,1.747,1.783,1.583,0.0,1.0,True,[],0.5291932059447984,-0.09075244112578984,0.0,0.11931651151396375,-0.0,18,177,0.003446295232624852
53,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 2, 2, 1]","[[0, 1, 2], [3], [4, 5], [6, 7], [8]]",114.54,21.998,1.747,1.783,1.583,0.0,1.0,True,[],0.5323370896619304,-0.09075244112578984,0.0,0.08981708312918504,-0.0,12,522,0.003446295232624852
54,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 2, 1, 2]","[[0, 1, 2], [3], [4, 5], [6], [7, 8]]",251.24,58.02,1.747,1.783,1.687,0.0,1.0,True,[],-0.0258043442756819,-0.031016657093624334,0.0,0.23689367956883883,0.0,12,516,0.003446295232624852
55,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[3, 1, 2, 1, 1, 1]","[[0, 1, 2], [3], [4, 5], [6], [7], [8]]",243.28,35.182,1.747,1.783,1.684,0.0,1.0,True,[],0.006696064020904724,-0.03273980470993687,0.0,0.14364690511187328,-0.0,6,1539,0.003446295232624852
56,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[3, 1, 1, 4]","[[0, 1, 2], [3], [4], [5, 6, 7, 8]]",120.02,43.121,1.747,1.783,1.516,0.001,1.0,True,[],0.5099624367140291,-0.12923607122343483,0.0005743825387708214,0.1760615711252654,-0.0,12,524,0.003446295232624852
57,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 1, 3, 1]","[[0, 1, 2], [3], [4], [5, 6, 7], [8]]",121.89,33.472,1.747,1.783,1.516,0.001,1.0,True,[],0.502327290543851,-0.12923607122343483,0.0005743825387708214,0.1366650334803201,-0.0,9,504,0.003446295232624852
58,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 1, 2, 2]","[[0, 1, 2], [3], [4], [5, 6], [7, 8]]",163.07,30.885,1.747,1.783,1.517,0.0,1.0,True,[],0.3341907561652785,-0.1286616886846641,0.0,0.12610240078392945,-0.0,12,498,0.003446295232624852
59,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[3, 1, 1, 2, 1, 1]","[[0, 1, 2], [3], [4], [5, 6], [7], [8]]",158.64,13.535,1.747,1.783,1.517,0.0,1.0,True,[],0.3522782949534542,-0.1286616886846641,0.0,0.05526294300179651,-0.0,6,1485,0.003446295232624852
60,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[3, 1, 1, 1, 3]","[[0, 1, 2], [3], [4], [5], [6, 7, 8]]",201.74,19.658,1.747,1.783,1.741,0.0,1.0,True,[],0.17630246611138323,0.0,0.0,0.08026294300179651,0.0,9,492,0.003446295232624852
61,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[3, 1, 1, 1, 2, 1]","[[0, 1, 2], [3], [4], [5], [6, 7], [8]]",200.47,21.384,1.747,1.783,1.741,0.0,1.0,True,[],0.1814878327617181,0.0,0.0,0.08731014208721216,0.0,6,1467,0.003446295232624852
62,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[3, 1, 1, 1, 1, 2]","[[0, 1, 2], [3], [4], [5], [6], [7, 8]]",228.17,17.483,1.747,1.783,1.74,0.0,1.0,True,[],0.0683896782622897,-0.0005743825387708457,0.0,0.07138249224236486,-0.0,6,1461,0.003446295232624852
63,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,7.0,"[3, 1, 1, 1, 1, 1, 1]","[[0, 1, 2], [3], [4], [5], [6], [7], [8]]",226.38,21.495,1.747,1.783,1.741,0.0,1.0,True,[],0.07569818716315524,0.0,0.0,0.08776335129838315,0.0,3,4374,0.003446295232624852
64,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,2.0,"[2, 7]","[[0, 1], [2, 3, 4, 5, 6, 7, 8]]",178.34,30.336,1.747,1.783,0.648,0.0,1.0,True,[],0.27184386738526856,-0.6278001148765078,0.0,0.1238608525232729,-0.0,14,91,0.003446295232624852
65,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 6, 1]","[[0, 1], [2, 3, 4, 5, 6, 7], [8]]",215.7,16.927,1.747,1.783,1.042,0.0,1.0,True,[],0.11930426261636451,-0.40149339460080413,0.0,0.06911236322064347,-0.0,12,396,0.003446295232624852
66,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 5, 2]","[[0, 1], [2, 3, 4, 5, 6], [7, 8]]",238.95,24.479,1.747,1.783,1.344,0.0,2.0,True,[0.09999999999999998],0.024375306222439996,-0.22802986789201607,0.0,0.09994692144373674,-0.0,20,230,0.003446295232624852
67,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 5, 1, 1]","[[0, 1], [2, 3, 4, 5, 6], [7], [8]]",230.1,32.597,1.747,1.783,1.522,0.0,1.0,True,[],0.060509554140127375,-0.12578977599080987,0.0,0.13309243834721543,-0.0,10,1125,0.003446295232624852
68,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 4, 3]","[[0, 1], [2, 3, 4, 5], [6, 7, 8]]",262.54,53.564,1.747,1.783,1.452,0.001,2.0,True,[0.10000000000000009],-0.0719418585660625,-0.1659965537047674,0.0005743825387708214,0.21869998366813653,0.0,24,120,0.003446295232624852
69,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 4, 2, 1]","[[0, 1], [2, 3, 4, 5], [6, 7], [8]]",240.87,44.144,1.747,1.783,1.489,0.0,1.0,True,[],0.016536011758941593,-0.144744399770247,0.0,0.18023844520659807,-0.0,16,464,0.003446295232624852
70,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 4, 1, 2]","[[0, 1], [2, 3, 4, 5], [6], [7, 8]]",190.03,14.237,1.747,1.783,1.753,0.0,2.0,True,[0.10000000000000003],0.22411399640699003,0.006892590465249704,0.0,0.05812918504001307,0.0015447259947638258,16,452,0.003446295232624852
71,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 4, 1, 1, 1]","[[0, 1], [2, 3, 4, 5], [6], [7], [8]]",194.14,15.647,1.747,1.783,1.751,0.0,2.0,True,[0.1414213562373095],0.20733300669606403,0.0057438253877080125,0.0,0.06388616691164463,0.001190884587570688,8,1792,0.003446295232624852
72,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 3, 4]","[[0, 1], [2, 3, 4], [5, 6, 7, 8]]",149.46,39.723,1.747,1.783,1.582,0.0,2.0,True,[0.1],0.3897599216070553,-0.09132682366456057,0.0,0.16218765311122,-0.0,24,108,0.003446295232624852
73,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 3, 3, 1]","[[0, 1], [2, 3, 4], [5, 6, 7], [8]]",150.67,35.246,1.747,1.783,1.582,0.001,2.0,True,[0.1],0.38481953290870485,-0.09132682366456057,0.0005743825387708214,0.14390821492732322,-0.0,18,153,0.003446295232624852
74,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 3, 2, 2]","[[0, 1], [2, 3, 4], [5, 6], [7, 8]]",165.14,21.075,1.747,1.783,1.612,0.0,1.0,True,[],0.3257390168218194,-0.07409534750143598,0.0,0.0860485056344929,-0.0,24,147,0.003446295232624852
75,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 3, 2, 1, 1]","[[0, 1], [2, 3, 4], [5, 6], [7], [8]]",166.31,18.699,1.747,1.783,1.612,0.0,1.0,True,[],0.32096194675812506,-0.07409534750143598,0.0,0.07634737873591378,-0.0,12,432,0.003446295232624852
76,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 3, 1, 3]","[[0, 1], [2, 3, 4], [5], [6, 7, 8]]",134.81,11.563,1.747,1.783,1.732,0.0,1.0,True,[],0.4495753715498938,-0.0051694428489375,0.0,0.047211334313245146,-0.0,18,141,0.003446295232624852
77,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 3, 1, 2, 1]","[[0, 1], [2, 3, 4], [5], [6, 7], [8]]",136.51,13.063,1.747,1.783,1.732,0.0,1.0,True,[],0.44263432957700477,-0.0051694428489375,0.0,0.05333578311285318,-0.0,12,414,0.003446295232624852
78,9.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 3, 1, 1, 2]","[[0, 1], [2, 3, 4], [5], [6], [7, 8]]",217.78,20.391,1.747,1.783,1.735,0.0,1.0,True,[],0.11081169361424137,-0.003446295232624963,0.0,0.08325575698187163,-0.0,12,408,0.003446295232624852
