,C,gr,dE,sig,SaSi,alpha,beta,gamma,NrObs,ObsSig,Obs,AVG LenTraj,STD LenTraj,Rop,AvgRop,AVG Rew,STD Rew,NrX,AllConverged,ds,l,r,STDr,STDl,rl,EquiP,OrderP,rop
10,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 2, 2]","[[0, 1], [2, 3], [4, 5]]",309.74,48.627,1.114,1.159,0.973,0.0,1.0,True,[],-0.243386455782586,-0.1396993810786914,0.0,0.19520292240375736,0.0,8,14,-0.015030946065428763
11,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 2, 1, 1]","[[0, 1], [2, 3], [4], [5]]",240.73,42.695,1.114,1.159,1.074,0.0,2.0,True,[0.10000000000000003],0.03363975753683124,-0.05039787798408479,0.0,0.17139014893019147,-0.0,4,24,-0.015030946065428763
12,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[2, 1, 3]","[[0, 1], [2], [3, 4, 5]]",130.91,10.33,1.114,1.159,1.016,0.0,1.0,True,[],0.47448918148609054,-0.10167992926613612,0.0,0.04146762474408895,-0.0,6,33,-0.015030946065428763
13,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 1, 2, 1]","[[0, 1], [2], [3, 4], [5]]",165.19,27.351,1.114,1.159,1.027,0.0,1.0,True,[],0.33687929027337327,-0.09195402298850586,0.0,0.10979486973626108,-0.0,4,20,-0.015030946065428763
14,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[2, 1, 1, 2]","[[0, 1], [2], [3], [4, 5]]",179.89,21.152,1.114,1.159,1.109,0.0,1.0,True,[],0.2778692144032757,-0.01945181255526085,0.0,0.0849102805989322,-0.0,4,18,-0.015030946065428763
15,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[2, 1, 1, 1, 1]","[[0, 1], [2], [3], [4], [5]]",231.2,32.795,1.114,1.159,1.131,0.0,2.0,True,[0.1],0.07189594958050671,0.0,0.0,0.13164866926257476,0.0,2,32,-0.015030946065428763
16,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,2.0,"[1, 5]","[[0], [1, 2, 3, 4, 5]]",223.19,28.608,1.114,1.159,0.166,0.0,1.0,True,[],0.10405041949339655,-0.8532272325375774,0.0,0.11484083336678576,-0.0,5,20,-0.015030946065428763
17,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[1, 4, 1]","[[0], [1, 2, 3, 4], [5]]",218.21,26.466,1.114,1.159,0.613,0.149,2.0,True,[1.1269427669584644],0.12404158805347032,-0.4580017683465959,0.1317418213969938,0.10624222231142869,-0.0,4,48,-0.015030946065428763
18,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[1, 3, 2]","[[0], [1, 2, 3], [4, 5]]",221.71,37.494,1.114,1.159,1.029,0.123,2.0,True,[1.705872210923198],0.10999156998916149,-0.09018567639257302,0.10875331564986737,0.1505118220866284,-0.0,6,21,-0.015030946065428763
19,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 3, 1, 1]","[[0], [1, 2, 3], [4], [5]]",246.78,46.152,1.114,1.159,1.067,0.128,2.0,True,[1.5066519173319364],0.009353297739954303,-0.056587091069849715,0.11317418213969939,0.1852675524868532,-0.0,3,54,-0.015030946065428763
20,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[1, 2, 3]","[[0], [1, 2], [3, 4, 5]]",212.2,29.054,1.114,1.159,1.008,0.0,1.0,True,[],0.14816747621532667,-0.10875331564986734,0.0,0.11663120709726625,-0.0,6,15,-0.015030946065428763
21,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 2, 2, 1]","[[0], [1, 2], [3, 4], [5]]",217.21,22.835,1.114,1.159,1.02,0.0,1.0,True,[],0.12805587892898718,-0.09814323607427056,0.0,0.09166633214242705,-0.0,4,12,-0.015030946065428763
22,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 2, 1, 2]","[[0], [1, 2], [3], [4, 5]]",226.7,26.428,1.114,1.159,1.104,0.0,1.0,True,[],0.08996025852033251,-0.023872679045092715,0.0,0.10608967925815904,-0.0,4,10,-0.015030946065428763
23,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[1, 2, 1, 1, 1]","[[0], [1, 2], [3], [4], [5]]",250.74,23.463,1.114,1.159,1.131,0.0,1.0,True,[],-0.006543294127092425,0.0,0.0,0.09418730681225161,-0.0,2,16,-0.015030946065428763
24,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,3.0,"[1, 1, 4]","[[0], [1], [2, 3, 4, 5]]",210.54,33.402,1.114,1.159,0.719,0.0,1.0,True,[],0.1548311990686846,-0.3642793987621574,0.0,0.1340853438240135,-0.0,4,12,-0.015030946065428763
25,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 1, 3, 1]","[[0], [1], [2, 3, 4], [5]]",210.21,30.319,1.114,1.159,0.948,0.0,1.0,True,[],0.15615591505760507,-0.1618037135278515,0.0,0.12170928505479506,-0.0,3,18,-0.015030946065428763
26,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 1, 2, 2]","[[0], [1], [2, 3], [4, 5]]",227.13,20.178,1.114,1.159,0.96,0.001,1.0,True,[],0.08823411344386023,-0.1511936339522547,0.0008841732979664015,0.0810003612861788,-0.0,4,6,-0.015030946065428763
27,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[1, 1, 2, 1, 1]","[[0], [1], [2, 3], [4], [5]]",251.12,24.038,1.114,1.159,1.064,0.0,1.0,True,[],-0.008068724659788806,-0.05923961096374886,0.0,0.0964955240656738,0.0,2,8,-0.015030946065428763
28,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,4.0,"[1, 1, 1, 3]","[[0], [1], [2], [3, 4, 5]]",218.02,27.446,1.114,1.159,1.016,0.0,1.0,True,[],0.12480430331981851,-0.10167992926613612,0.0,0.11017622736943519,-0.0,3,6,-0.015030946065428763
29,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[1, 1, 1, 2, 1]","[[0], [1], [2], [3, 4], [5]]",221.38,20.86,1.114,1.159,1.026,0.0,1.0,True,[],0.11131628597808207,-0.09283819628647216,0.0,0.08373810766328127,-0.0,2,4,-0.015030946065428763
30,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,5.0,"[1, 1, 1, 1, 2]","[[0], [1], [2], [3], [4, 5]]",224.34,20.032,1.114,1.159,1.109,0.0,1.0,True,[],0.0994339849865522,-0.01945181255526085,0.0,0.08041427481835334,-0.0,2,2,-0.015030946065428763
31,6.0,0.8,0.2,0.5,100.0,0.02,250.0,0.9,6.0,"[1, 1, 1, 1, 1, 1]","[[0], [1], [2], [3], [4], [5]]",249.11,24.831,1.114,1.159,1.131,0.0,1.0,True,[],0.0,0.0,0.0,0.09967885672995865,0.0,1,0,-0.015030946065428763
